Time-periods ,System:stp_mode ,Interface:user_config ,DHCP_Relay:vrf ,System:dlog_destination ,VRF:ospf_routers ,System:qos_config ,System:2 ,Port:aclv4_routed_out_cfg_version ,Port:name ,VLAN:id ,VRF:aclv4_control_plane_cfg ,Interface:description ,Port:vlan_trunks ,System:stp_enable ,VRF:Radius_Server ,Port:lacp ,System:mirrors ,System:5.5.132.24 ,VLAN:description ,ACL:cfg_aces ,Port:port_access_clients_limit ,System:ntp_config_vrf ,Port:stp_config ,System:mstp_config_revision ,DHCP_Relay:ipv4_ucast_server ,ACL:name ,Port:loop_protect_enable ,VRF:aclv4_control_plane_cfg_version ,Port:interfaces ,Port:description ,Port:routing ,Port:vlan_tag ,VRF:Tacacs_Server ,Port:loop_protect_vlan ,Port:vrf ,DHCP_Relay:port ,Port:other_config ,Port:port_access_auth_configurations ,Port:vlan_mode ,System:bpdu_guard_timeout ,Port:admin ,System:portaccess_local_accounting_enable ,Interface:name ,Port:aclv4_routed_out_cfg ,ACL:vsx_sync ,ACL:cfg_version ,Port:l3_counters_enable ,Port:qos_config ,ACL:list_type ,VLAN:name
T97          ,              0 ,                    0 ,             0 ,                      0 ,               0 ,                0 ,       0 ,                                0 ,        0 ,      0 ,                          0 ,                    0 ,               0 ,                0 ,                0 ,        0 ,             0 ,                0 ,               0 ,           0 ,                             0 ,                    0 ,              0 ,                          0 ,                           0 ,       0 ,                       0 ,                                  0 ,              0 ,               0 ,           0 ,            0 ,                0 ,                     0 ,       0 ,              0 ,                0 ,                                   0 ,             0 ,                        0 ,         0 ,                                        0 ,             0 ,                        0 ,           0 ,              0 ,                      0 ,              0 ,            0 ,        0
T98          ,              0 ,                    0 ,             0 ,                      0 ,               0 ,                0 ,       0 ,                                0 ,        0 ,      0 ,                          0 ,                    0 ,               0 ,                0 ,                0 ,        0 ,             0 ,                0 ,               0 ,           0 ,                             0 ,                    0 ,              0 ,                          0 ,                           0 ,       0 ,                       0 ,                                  0 ,              0 ,               0 ,           0 ,            0 ,                0 ,                     0 ,       0 ,              0 ,                0 ,                                   0 ,             0 ,                        0 ,         0 ,                                        0 ,             0 ,                        0 ,           0 ,              0 ,                      0 ,              0 ,            0 ,        0
T99          ,              0 ,                    0 ,             0 ,                      0 ,               0 ,                0 ,       0 ,                                0 ,        0 ,      0 ,                          0 ,                    0 ,               0 ,                1 ,                0 ,        1 ,             0 ,                0 ,               0 ,           0 ,                             0 ,                    0 ,              0 ,                          0 ,                           0 ,       0 ,                       0 ,                                  0 ,              0 ,               0 ,           0 ,            0 ,                0 ,                     0 ,       0 ,              1 ,                0 ,                                   0 ,             0 ,                        0 ,         0 ,                                        0 ,             0 ,                        1 ,           0 ,              0 ,                      0 ,              0 ,            0 ,        0
T100         ,              0 ,                    0 ,             0 ,                      0 ,               0 ,                0 ,       0 ,                                0 ,        0 ,      0 ,                          0 ,                    0 ,               0 ,                0 ,                0 ,        0 ,             0 ,                0 ,               0 ,           0 ,                             0 ,                    0 ,              0 ,                          0 ,                           0 ,       0 ,                       0 ,                                  0 ,              0 ,               0 ,           0 ,            0 ,                0 ,                     0 ,       0 ,              0 ,                0 ,                                   0 ,             0 ,                        0 ,         0 ,                                        0 ,             0 ,                        0 ,           0 ,              0 ,                      0 ,              0 ,            0 ,        0
T101         ,              0 ,                    0 ,             0 ,                      0 ,               0 ,                0 ,       0 ,                                0 ,        0 ,      0 ,                          0 ,                    0 ,               0 ,                0 ,                0 ,        0 ,             0 ,                0 ,               0 ,           0 ,                             0 ,                    0 ,              0 ,                          0 ,                           0 ,       0 ,                       0 ,                                  0 ,              0 ,               0 ,           0 ,            0 ,                0 ,                     0 ,       0 ,              0 ,                0 ,                                   0 ,             0 ,                        0 ,         0 ,                                        0 ,             0 ,                        0 ,           0 ,              0 ,                      0 ,              0 ,            0 ,        0
T102         ,              0 ,                    0 ,             0 ,                      0 ,               0 ,                0 ,       0 ,                                0 ,        0 ,      0 ,                          0 ,                    0 ,               0 ,                0 ,                0 ,        0 ,             0 ,                0 ,               0 ,           0 ,                             0 ,                    0 ,              0 ,                          0 ,                           0 ,       0 ,                       0 ,                                  0 ,              0 ,               0 ,           0 ,            0 ,                0 ,                     0 ,       0 ,              0 ,                0 ,                                   0 ,             0 ,                        0 ,         0 ,                                        0 ,             0 ,                        0 ,           0 ,              0 ,                      0 ,              0 ,            0 ,        0
T103         ,              0 ,                    0 ,             0 ,                      0 ,               0 ,                0 ,       0 ,                                0 ,        0 ,      0 ,                          0 ,                    0 ,               0 ,                0 ,                0 ,        0 ,             0 ,                0 ,               0 ,           0 ,                             0 ,                    0 ,              0 ,                          0 ,                           0 ,       0 ,                       0 ,                                  0 ,              0 ,               0 ,           0 ,            0 ,                0 ,                     0 ,       0 ,              0 ,                0 ,                                   0 ,             0 ,                        0 ,         0 ,                                        0 ,             0 ,                        0 ,           0 ,              0 ,                      0 ,              0 ,            0 ,        0
T104         ,              0 ,                    0 ,             0 ,                      0 ,               0 ,                0 ,       0 ,                                0 ,        0 ,      0 ,                          0 ,                    0 ,               0 ,                0 ,                0 ,        0 ,             0 ,                0 ,               0 ,           0 ,                             0 ,                    0 ,              0 ,                          0 ,                           0 ,       0 ,                       0 ,                                  0 ,              0 ,               0 ,           0 ,            0 ,                0 ,                     0 ,       0 ,              0 ,                0 ,                                   0 ,             0 ,                        0 ,         0 ,                                        0 ,             0 ,                        0 ,           0 ,              0 ,                      0 ,              0 ,            0 ,        0
T105         ,              0 ,                    0 ,             0 ,                      0 ,               0 ,                0 ,       0 ,                                0 ,        1 ,      0 ,                          0 ,                    0 ,               1 ,                1 ,                0 ,        0 ,             0 ,                0 ,               0 ,           0 ,                             0 ,                    0 ,              0 ,                          0 ,                           0 ,       0 ,                       0 ,                                  0 ,              0 ,               0 ,           0 ,            0 ,                0 ,                     0 ,       0 ,              1 ,                1 ,                                   0 ,             0 ,                        0 ,         0 ,                                        0 ,             0 ,                        0 ,           0 ,              1 ,                      1 ,              0 ,            0 ,        0
T106         ,              0 ,                    0 ,             0 ,                      0 ,               0 ,                0 ,       0 ,                                0 ,        0 ,      0 ,                          0 ,                    0 ,               1 ,                0 ,                0 ,        0 ,             0 ,                0 ,               0 ,           0 ,                             0 ,                    0 ,              0 ,                          0 ,                           0 ,       0 ,                       0 ,                                  0 ,              0 ,               0 ,           0 ,            0 ,                0 ,                     0 ,       0 ,              0 ,                0 ,                                   0 ,             0 ,                        0 ,         0 ,                                        0 ,             0 ,                        0 ,           0 ,              0 ,                      0 ,              0 ,            0 ,        0
T107         ,              0 ,                    0 ,             0 ,                      0 ,               0 ,                0 ,       0 ,                                0 ,        0 ,      0 ,                          0 ,                    0 ,               0 ,                0 ,                0 ,        0 ,             0 ,                0 ,               0 ,           0 ,                             0 ,                    0 ,              0 ,                          0 ,                           0 ,       0 ,                       0 ,                                  0 ,              0 ,               0 ,           0 ,            0 ,                0 ,                     0 ,       0 ,              0 ,                0 ,                                   0 ,             0 ,                        0 ,         0 ,                                        0 ,             0 ,                        0 ,           0 ,              0 ,                      0 ,              0 ,            0 ,        0
T108         ,              0 ,                    0 ,             0 ,                      0 ,               0 ,                0 ,       0 ,                                0 ,        0 ,      0 ,                          0 ,                    0 ,               0 ,                0 ,                0 ,        0 ,             0 ,                0 ,               0 ,           0 ,                             0 ,                    0 ,              0 ,                          0 ,                           0 ,       0 ,                       0 ,                                  0 ,              0 ,               0 ,           0 ,            0 ,                0 ,                     0 ,       0 ,              0 ,                0 ,                                   0 ,             0 ,                        0 ,         0 ,                                        0 ,             0 ,                        0 ,           0 ,              0 ,                      0 ,              0 ,            0 ,        0
T109         ,              0 ,                    0 ,             0 ,                      0 ,               0 ,                0 ,       0 ,                                0 ,        0 ,      0 ,                          0 ,                    0 ,               0 ,                0 ,                0 ,        0 ,             0 ,                0 ,               0 ,           0 ,                             0 ,                    0 ,              0 ,                          0 ,                           0 ,       0 ,                       0 ,                                  0 ,              0 ,               0 ,           0 ,            0 ,                0 ,                     0 ,       0 ,              0 ,                0 ,                                   0 ,             0 ,                        0 ,         0 ,                                        0 ,             0 ,                        0 ,           0 ,              0 ,                      0 ,              0 ,            0 ,        0
T110         ,              0 ,                    0 ,             0 ,                      0 ,               0 ,                0 ,       0 ,                                0 ,        0 ,      0 ,                          0 ,                    0 ,               0 ,                0 ,                0 ,        0 ,             0 ,                0 ,               0 ,           0 ,                             0 ,                    0 ,              0 ,                          0 ,                           0 ,       0 ,                       0 ,                                  0 ,              0 ,               0 ,           0 ,            0 ,                0 ,                     0 ,       0 ,              0 ,                0 ,                                   0 ,             0 ,                        0 ,         0 ,                                        0 ,             0 ,                        0 ,           0 ,              0 ,                      0 ,              0 ,            0 ,        0
T111         ,              0 ,                    0 ,             0 ,                      0 ,               0 ,                0 ,       0 ,                                0 ,        0 ,      0 ,                          0 ,                    0 ,               0 ,                0 ,                0 ,        0 ,             0 ,                0 ,               0 ,           0 ,                             0 ,                    0 ,              0 ,                          0 ,                           0 ,       0 ,                       0 ,                                  0 ,              0 ,               0 ,           0 ,            0 ,                0 ,                     0 ,       0 ,              0 ,                0 ,                                   0 ,             0 ,                        0 ,         0 ,                                        0 ,             0 ,                        0 ,           0 ,              0 ,                      0 ,              0 ,            0 ,        0
T112         ,              0 ,                    0 ,             0 ,                      0 ,               0 ,                0 ,       0 ,                                0 ,        0 ,      0 ,                          0 ,                    0 ,               0 ,                0 ,                0 ,        0 ,             0 ,                0 ,               0 ,           0 ,                             0 ,                    0 ,              0 ,                          0 ,                           0 ,       0 ,                       0 ,                                  0 ,              0 ,               0 ,           0 ,            0 ,                0 ,                     0 ,       0 ,              0 ,                0 ,                                   0 ,             0 ,                        0 ,         0 ,                                        0 ,             0 ,                        0 ,           0 ,              0 ,                      0 ,              0 ,            0 ,        0
T113         ,              0 ,                    0 ,             0 ,                      0 ,               0 ,                0 ,       0 ,                                0 ,        0 ,      0 ,                          0 ,                    0 ,               0 ,                1 ,                0 ,        1 ,             0 ,                0 ,               0 ,           0 ,                             0 ,                    0 ,              0 ,                          0 ,                           0 ,       0 ,                       0 ,                                  0 ,              0 ,               0 ,           0 ,            0 ,                0 ,                     0 ,       0 ,              1 ,                0 ,                                   0 ,             0 ,                        0 ,         0 ,                                        0 ,             0 ,                        1 ,           0 ,              0 ,                      0 ,              0 ,            0 ,        0
T114         ,              0 ,                    0 ,             0 ,                      0 ,               0 ,                0 ,       0 ,                                0 ,        0 ,      0 ,                          0 ,                    0 ,               0 ,                0 ,                0 ,        0 ,             0 ,                0 ,               0 ,           0 ,                             0 ,                    0 ,              0 ,                          0 ,                           0 ,       0 ,                       0 ,                                  0 ,              0 ,               0 ,           0 ,            0 ,                0 ,                     0 ,       0 ,              0 ,                0 ,                                   0 ,             0 ,                        0 ,         0 ,                                        0 ,             0 ,                        0 ,           0 ,              0 ,                      0 ,              0 ,            0 ,        0
T115         ,              0 ,                    0 ,             0 ,                      0 ,               0 ,                0 ,       0 ,                                0 ,        0 ,      0 ,                          0 ,                    0 ,               0 ,                0 ,                0 ,        0 ,             0 ,                0 ,               0 ,           0 ,                             0 ,                    0 ,              0 ,                          0 ,                           0 ,       0 ,                       0 ,                                  0 ,              0 ,               0 ,           0 ,            0 ,                0 ,                     0 ,       0 ,              0 ,                0 ,                                   0 ,             0 ,                        0 ,         0 ,                                        0 ,             0 ,                        0 ,           0 ,              0 ,                      0 ,              0 ,            0 ,        0
T116         ,              0 ,                    0 ,             0 ,                      0 ,               0 ,                0 ,       0 ,                                0 ,        0 ,      0 ,                          0 ,                    0 ,               0 ,                0 ,                0 ,        0 ,             0 ,                0 ,               0 ,           0 ,                             0 ,                    0 ,              0 ,                          0 ,                           0 ,       0 ,                       0 ,                                  0 ,              0 ,               0 ,           0 ,            0 ,                0 ,                     0 ,       0 ,              0 ,                0 ,                                   0 ,             0 ,                        0 ,         0 ,                                        0 ,             0 ,                        0 ,           0 ,              0 ,                      0 ,              0 ,            0 ,        0
T117         ,              0 ,                    0 ,             0 ,                      0 ,               0 ,                0 ,       0 ,                                0 ,        0 ,      0 ,                          0 ,                    0 ,               0 ,                0 ,                0 ,        0 ,             0 ,                0 ,               0 ,           0 ,                             0 ,                    0 ,              0 ,                          0 ,                           0 ,       0 ,                       0 ,                                  0 ,              0 ,               0 ,           0 ,            0 ,                0 ,                     0 ,       0 ,              0 ,                0 ,                                   0 ,             0 ,                        0 ,         0 ,                                        0 ,             0 ,                        0 ,           0 ,              0 ,                      0 ,              0 ,            0 ,        0
T118         ,              0 ,                    0 ,             0 ,                      0 ,               0 ,                0 ,       0 ,                                0 ,        0 ,      0 ,                          0 ,                    0 ,               0 ,                0 ,                0 ,        0 ,             0 ,                0 ,               0 ,           0 ,                             0 ,                    0 ,              0 ,                          0 ,                           0 ,       0 ,                       0 ,                                  0 ,              0 ,               0 ,           0 ,            0 ,                0 ,                     0 ,       0 ,              0 ,                0 ,                                   0 ,             0 ,                        0 ,         0 ,                                        0 ,             0 ,                        0 ,           0 ,              0 ,                      0 ,              0 ,            0 ,        0
T119         ,              0 ,                    0 ,             0 ,                      0 ,               0 ,                0 ,       0 ,                                0 ,        0 ,      0 ,                          0 ,                    0 ,               0 ,                0 ,                0 ,        0 ,             0 ,                0 ,               0 ,           0 ,                             0 ,                    0 ,              0 ,                          0 ,                           0 ,       0 ,                       0 ,                                  0 ,              0 ,               0 ,           0 ,            0 ,                0 ,                     0 ,       0 ,              0 ,                0 ,                                   0 ,             0 ,                        0 ,         0 ,                                        0 ,             0 ,                        0 ,           0 ,              0 ,                      0 ,              0 ,            0 ,        0
T120         ,              0 ,                    0 ,             0 ,                      0 ,               0 ,                0 ,       0 ,                                0 ,        0 ,      0 ,                          0 ,                    0 ,               0 ,                0 ,                0 ,        0 ,             0 ,                0 ,               0 ,           0 ,                             0 ,                    0 ,              0 ,                          0 ,                           0 ,       0 ,                       0 ,                                  0 ,              0 ,               0 ,           0 ,            0 ,                0 ,                     0 ,       0 ,              0 ,                0 ,                                   0 ,             0 ,                        0 ,         0 ,                                        0 ,             0 ,                        0 ,           0 ,              0 ,                      0 ,              0 ,            0 ,        0
T121         ,              0 ,                    0 ,             0 ,                      0 ,               0 ,                0 ,       0 ,                                0 ,        0 ,      0 ,                          0 ,                    0 ,               0 ,                0 ,                0 ,        0 ,             0 ,                0 ,               0 ,           0 ,                             0 ,                    0 ,              0 ,                          0 ,                           0 ,       0 ,                       0 ,                                  0 ,              0 ,               0 ,           0 ,            0 ,                0 ,                     0 ,       0 ,              0 ,                0 ,                                   0 ,             0 ,                        0 ,         0 ,                                        0 ,             0 ,                        0 ,           0 ,              0 ,                      0 ,              0 ,            0 ,        0
T122         ,              0 ,                    0 ,             0 ,                      0 ,               0 ,                0 ,       0 ,                                0 ,        0 ,      0 ,                          0 ,                    0 ,               0 ,                0 ,                0 ,        0 ,             0 ,                0 ,               0 ,           0 ,                             0 ,                    0 ,              0 ,                          0 ,                           0 ,       0 ,                       0 ,                                  0 ,              0 ,               0 ,           0 ,            0 ,                0 ,                     0 ,       0 ,              0 ,                0 ,                                   0 ,             0 ,                        0 ,         0 ,                                        0 ,             0 ,                        0 ,           0 ,              0 ,                      0 ,              0 ,            0 ,        0
T123         ,              0 ,                    0 ,             0 ,                      0 ,               0 ,                0 ,       0 ,                                0 ,        0 ,      0 ,                          0 ,                    0 ,               0 ,                0 ,                0 ,        0 ,             0 ,                0 ,               0 ,           0 ,                             0 ,                    0 ,              0 ,                          0 ,                           0 ,       0 ,                       0 ,                                  0 ,              0 ,               0 ,           0 ,            0 ,                0 ,                     0 ,       0 ,              0 ,                0 ,                                   0 ,             0 ,                        0 ,         0 ,                                        0 ,             0 ,                        0 ,           0 ,              0 ,                      0 ,              0 ,            0 ,        0
T124         ,              0 ,                    0 ,             0 ,                      0 ,               0 ,                0 ,       0 ,                                0 ,        0 ,      0 ,                          0 ,                    0 ,               0 ,                1 ,                1 ,        1 ,             0 ,                0 ,               0 ,           0 ,                             0 ,                    0 ,              0 ,                          0 ,                           0 ,       1 ,                       0 ,                                  0 ,              0 ,               0 ,           0 ,            1 ,                0 ,                     0 ,       0 ,              1 ,                0 ,                                   0 ,             0 ,                        0 ,         0 ,                                        0 ,             0 ,                        1 ,           0 ,              0 ,                      0 ,              0 ,            0 ,        0
T125         ,              0 ,                    0 ,             0 ,                      0 ,               0 ,                0 ,       0 ,                                0 ,        0 ,      0 ,                          0 ,                    0 ,               0 ,                0 ,                0 ,        0 ,             0 ,                0 ,               0 ,           0 ,                             0 ,                    0 ,              0 ,                          0 ,                           0 ,       0 ,                       0 ,                                  0 ,              0 ,               0 ,           0 ,            0 ,                0 ,                     0 ,       0 ,              0 ,                0 ,                                   0 ,             0 ,                        0 ,         0 ,                                        0 ,             0 ,                        0 ,           0 ,              0 ,                      0 ,              0 ,            0 ,        0
T126         ,              0 ,                    0 ,             0 ,                      0 ,               0 ,                0 ,       0 ,                                0 ,        0 ,      0 ,                          0 ,                    0 ,               0 ,                0 ,                0 ,        0 ,             0 ,                0 ,               0 ,           0 ,                             0 ,                    0 ,              0 ,                          0 ,                           0 ,       0 ,                       0 ,                                  0 ,              0 ,               0 ,           0 ,            0 ,                1 ,                     0 ,       0 ,              0 ,                0 ,                                   0 ,             0 ,                        0 ,         0 ,                                        0 ,             0 ,                        0 ,           0 ,              0 ,                      0 ,              0 ,            0 ,        0
T127         ,              0 ,                    0 ,             1 ,                      0 ,               0 ,                0 ,       0 ,                                0 ,        0 ,      0 ,                          0 ,                    0 ,               0 ,                1 ,                0 ,        1 ,             0 ,                0 ,               0 ,           0 ,                             0 ,                    0 ,              0 ,                          0 ,                           0 ,       0 ,                       0 ,                                  0 ,              0 ,               1 ,           0 ,            0 ,                0 ,                     0 ,       0 ,              1 ,                1 ,                                   0 ,             0 ,                        0 ,         0 ,                                        0 ,             0 ,                        0 ,           1 ,              0 ,                      1 ,              0 ,            0 ,        0
T128         ,              0 ,                    0 ,             0 ,                      0 ,               1 ,                0 ,       0 ,                                0 ,        0 ,      0 ,                          0 ,                    0 ,               0 ,                0 ,                0 ,        0 ,             0 ,                0 ,               0 ,           0 ,                             0 ,                    0 ,              0 ,                          0 ,                           0 ,       0 ,                       0 ,                                  0 ,              0 ,               0 ,           0 ,            0 ,                0 ,                     0 ,       0 ,              0 ,                1 ,                                   0 ,             0 ,                        0 ,         0 ,                                        0 ,             0 ,                        0 ,           0 ,              0 ,                      0 ,              0 ,            0 ,        1
T129         ,              0 ,                    0 ,             0 ,                      0 ,               0 ,                0 ,       0 ,                                0 ,        0 ,      0 ,                          0 ,                    0 ,               0 ,                0 ,                0 ,        0 ,             0 ,                0 ,               0 ,           0 ,                             0 ,                    0 ,              0 ,                          0 ,                           0 ,       0 ,                       0 ,                                  0 ,              0 ,               0 ,           0 ,            0 ,                1 ,                     0 ,       0 ,              0 ,                0 ,                                   0 ,             0 ,                        0 ,         0 ,                                        0 ,             0 ,                        0 ,           0 ,              0 ,                      0 ,              0 ,            0 ,        0
T130         ,              0 ,                    0 ,             0 ,                      0 ,               0 ,                0 ,       0 ,                                0 ,        0 ,      0 ,                          0 ,                    0 ,               0 ,                0 ,                0 ,        0 ,             0 ,                0 ,               0 ,           0 ,                             0 ,                    0 ,              0 ,                          0 ,                           0 ,       0 ,                       0 ,                                  0 ,              0 ,               0 ,           0 ,            0 ,                0 ,                     0 ,       0 ,              0 ,                0 ,                                   0 ,             0 ,                        0 ,         0 ,                                        0 ,             0 ,                        0 ,           0 ,              0 ,                      0 ,              0 ,            0 ,        0
T131         ,              0 ,                    0 ,             0 ,                      0 ,               0 ,                0 ,       0 ,                                0 ,        0 ,      0 ,                          0 ,                    0 ,               0 ,                0 ,                0 ,        0 ,             0 ,                0 ,               0 ,           0 ,                             0 ,                    0 ,              0 ,                          0 ,                           0 ,       0 ,                       0 ,                                  0 ,              0 ,               0 ,           0 ,            0 ,                0 ,                     0 ,       0 ,              0 ,                0 ,                                   0 ,             0 ,                        0 ,         0 ,                                        0 ,             0 ,                        0 ,           0 ,              0 ,                      0 ,              0 ,            0 ,        0
T132         ,              0 ,                    0 ,             0 ,                      0 ,               0 ,                0 ,       0 ,                                0 ,        0 ,      0 ,                          0 ,                    0 ,               0 ,                0 ,                0 ,        0 ,             0 ,                0 ,               0 ,           0 ,                             0 ,                    0 ,              0 ,                          0 ,                           0 ,       0 ,                       0 ,                                  0 ,              0 ,               0 ,           0 ,            0 ,                0 ,                     0 ,       0 ,              0 ,                0 ,                                   0 ,             0 ,                        0 ,         0 ,                                        0 ,             0 ,                        0 ,           0 ,              0 ,                      0 ,              0 ,            0 ,        0
T133         ,              0 ,                    0 ,             0 ,                      0 ,               0 ,                0 ,       0 ,                                0 ,        0 ,      0 ,                          0 ,                    0 ,               0 ,                0 ,                0 ,        0 ,             0 ,                0 ,               0 ,           0 ,                             0 ,                    0 ,              0 ,                          0 ,                           0 ,       0 ,                       0 ,                                  0 ,              0 ,               0 ,           0 ,            0 ,                0 ,                     0 ,       0 ,              0 ,                0 ,                                   0 ,             0 ,                        0 ,         0 ,                                        0 ,             0 ,                        0 ,           0 ,              0 ,                      0 ,              0 ,            0 ,        0
T134         ,              0 ,                    0 ,             1 ,                      0 ,               0 ,                0 ,       0 ,                                0 ,        1 ,      0 ,                          0 ,                    0 ,               1 ,                1 ,                0 ,        0 ,             0 ,                0 ,               0 ,           0 ,                             0 ,                    0 ,              0 ,                          0 ,                           0 ,       0 ,                       0 ,                                  0 ,              0 ,               1 ,           0 ,            0 ,                0 ,                     0 ,       0 ,              1 ,                1 ,                                   0 ,             0 ,                        0 ,         0 ,                                        0 ,             0 ,                        0 ,           1 ,              1 ,                      1 ,              0 ,            0 ,        0
T135         ,              0 ,                    0 ,             0 ,                      0 ,               0 ,                0 ,       0 ,                                0 ,        0 ,      0 ,                          0 ,                    0 ,               0 ,                0 ,                0 ,        0 ,             0 ,                0 ,               0 ,           0 ,                             0 ,                    0 ,              0 ,                          0 ,                           0 ,       0 ,                       0 ,                                  0 ,              0 ,               0 ,           0 ,            0 ,                0 ,                     0 ,       0 ,              0 ,                0 ,                                   0 ,             0 ,                        0 ,         0 ,                                        0 ,             0 ,                        0 ,           0 ,              0 ,                      0 ,              0 ,            0 ,        0
T136         ,              0 ,                    0 ,             0 ,                      0 ,               0 ,                0 ,       0 ,                                0 ,        0 ,      0 ,                          0 ,                    0 ,               0 ,                0 ,                0 ,        0 ,             0 ,                0 ,               0 ,           0 ,                             0 ,                    0 ,              0 ,                          0 ,                           0 ,       0 ,                       0 ,                                  0 ,              0 ,               0 ,           0 ,            0 ,                0 ,                     0 ,       0 ,              0 ,                0 ,                                   0 ,             0 ,                        0 ,         0 ,                                        0 ,             0 ,                        0 ,           0 ,              0 ,                      0 ,              0 ,            0 ,        0
T137         ,              0 ,                    0 ,             0 ,                      0 ,               0 ,                0 ,       0 ,                                0 ,        0 ,      0 ,                          0 ,                    0 ,               0 ,                0 ,                0 ,        0 ,             0 ,                0 ,               0 ,           0 ,                             0 ,                    0 ,              0 ,                          0 ,                           0 ,       0 ,                       0 ,                                  0 ,              0 ,               0 ,           0 ,            0 ,                0 ,                     0 ,       0 ,              0 ,                0 ,                                   0 ,             0 ,                        0 ,         0 ,                                        0 ,             0 ,                        0 ,           0 ,              0 ,                      0 ,              0 ,            0 ,        0
T138         ,              0 ,                    0 ,             0 ,                      0 ,               0 ,                0 ,       0 ,                                0 ,        0 ,      0 ,                          0 ,                    0 ,               0 ,                0 ,                0 ,        0 ,             0 ,                0 ,               0 ,           0 ,                             0 ,                    0 ,              0 ,                          0 ,                           0 ,       0 ,                       0 ,                                  0 ,              0 ,               0 ,           0 ,            0 ,                0 ,                     0 ,       0 ,              0 ,                0 ,                                   0 ,             0 ,                        0 ,         0 ,                                        0 ,             0 ,                        0 ,           0 ,              0 ,                      0 ,              0 ,            0 ,        0
T139         ,              0 ,                    0 ,             0 ,                      0 ,               0 ,                0 ,       0 ,                                0 ,        0 ,      0 ,                          0 ,                    0 ,               0 ,                0 ,                0 ,        0 ,             0 ,                0 ,               0 ,           0 ,                             0 ,                    0 ,              0 ,                          0 ,                           0 ,       0 ,                       0 ,                                  0 ,              0 ,               0 ,           0 ,            0 ,                0 ,                     0 ,       0 ,              0 ,                0 ,                                   0 ,             0 ,                        0 ,         0 ,                                        0 ,             0 ,                        0 ,           0 ,              0 ,                      0 ,              0 ,            0 ,        0
T140         ,              0 ,                    0 ,             0 ,                      0 ,               0 ,                0 ,       0 ,                                0 ,        0 ,      0 ,                          0 ,                    0 ,               0 ,                0 ,                0 ,        0 ,             0 ,                0 ,               0 ,           0 ,                             0 ,                    0 ,              0 ,                          0 ,                           0 ,       0 ,                       0 ,                                  0 ,              0 ,               0 ,           0 ,            0 ,                0 ,                     0 ,       0 ,              0 ,                0 ,                                   0 ,             0 ,                        0 ,         0 ,                                        0 ,             0 ,                        0 ,           0 ,              0 ,                      0 ,              0 ,            0 ,        0
T141         ,              0 ,                    0 ,             0 ,                      0 ,               0 ,                0 ,       0 ,                                0 ,        0 ,      0 ,                          0 ,                    0 ,               0 ,                1 ,                0 ,        1 ,             0 ,                0 ,               0 ,           0 ,                             0 ,                    0 ,              0 ,                          0 ,                           0 ,       1 ,                       0 ,                                  0 ,              0 ,               0 ,           0 ,            0 ,                0 ,                     0 ,       0 ,              1 ,                0 ,                                   0 ,             0 ,                        0 ,         0 ,                                        0 ,             0 ,                        0 ,           0 ,              0 ,                      0 ,              0 ,            0 ,        0
T142         ,              0 ,                    0 ,             0 ,                      0 ,               0 ,                0 ,       0 ,                                0 ,        0 ,      0 ,                          0 ,                    0 ,               0 ,                0 ,                0 ,        0 ,             0 ,                0 ,               0 ,           0 ,                             0 ,                    0 ,              0 ,                          0 ,                           0 ,       0 ,                       0 ,                                  0 ,              0 ,               0 ,           0 ,            0 ,                0 ,                     0 ,       0 ,              0 ,                0 ,                                   0 ,             0 ,                        0 ,         0 ,                                        0 ,             0 ,                        0 ,           0 ,              0 ,                      0 ,              0 ,            0 ,        0
T143         ,              0 ,                    0 ,             0 ,                      0 ,               0 ,                0 ,       0 ,                                0 ,        0 ,      0 ,                          0 ,                    0 ,               0 ,                0 ,                0 ,        0 ,             0 ,                0 ,               0 ,           0 ,                             0 ,                    0 ,              0 ,                          0 ,                           0 ,       0 ,                       0 ,                                  0 ,              0 ,               0 ,           0 ,            0 ,                0 ,                     0 ,       0 ,              0 ,                0 ,                                   0 ,             0 ,                        0 ,         0 ,                                        0 ,             0 ,                        0 ,           0 ,              0 ,                      0 ,              0 ,            0 ,        0
T144         ,              0 ,                    0 ,             0 ,                      0 ,               0 ,                0 ,       0 ,                                0 ,        0 ,      0 ,                          0 ,                    0 ,               0 ,                0 ,                0 ,        0 ,             0 ,                0 ,               0 ,           0 ,                             0 ,                    0 ,              0 ,                          0 ,                           0 ,       0 ,                       0 ,                                  0 ,              0 ,               0 ,           0 ,            0 ,                0 ,                     0 ,       0 ,              0 ,                0 ,                                   0 ,             0 ,                        0 ,         0 ,                                        0 ,             0 ,                        0 ,           0 ,              0 ,                      0 ,              0 ,            0 ,        0
